Year,City,Province,Registered_Voters,Votes_Cast,Turnout_Percent,High_Turnout
1990,Kohat,KPK,318861.0,27848.0,8.733586108053352,0
1990,Kohistan,KPK,146623.0,7752.0,5.2870286380717895,0
1990,Lahore,Punjab,1964748.0,509846.0,25.949689222231044,0
1990,Larkana,Sindh,657312.0,233827.0,35.57321332943869,0
1990,Las Bela,Balochistan,184340.0,20487.0,11.11370294021916,0
1990,Layyah,Punjab,415552.0,112294.0,27.02285153241953,0
1990,Loralai,Balochistan,166280.0,15864.0,9.54053403897041,0
1990,Malakand,KPK,263075.0,31331.0,11.909531502423263,0
1990,Mansehra,KPK,525238.0,67452.0,12.842178212543647,0
1990,Mardan,KPK,472058.0,73332.0,15.534531773637985,0
1990,Mianwali,Punjab,455566.0,125349.0,27.515003314558157,0
1990,Multan,Punjab,1739081.0,435225.0,25.026148868281584,0
1990,Muzaffargarh,Punjab,887009.0,203653.0,22.959519012772137,0
1990,Naushahro Feroze,Sindh,435047.0,145195.0,33.374554933145156,0
1990,Nowshera,KPK,198702.0,38389.0,19.31988606053286,0
1990,Okara,Punjab,916956.0,242706.0,26.46866370905474,0
1990,Pakpattan,Punjab,279082.0,60593.0,21.711539977497655,0
1990,Pashin,Balochistan,314901.0,34003.0,10.797996830749982,0
1990,Peshawar,KPK,606886.0,121185.0,19.968330131194325,0
1990,Quetta,Balochistan,323842.0,37874.0,11.695209392234485,0
1990,Rahim Yar Khan,Punjab,1146206.0,258506.0,22.553188519341198,0
1990,Rajanpur,Punjab,324478.0,76446.0,23.55968663514938,0
1990,Rawalpindi,Punjab,1317884.0,400555.0,30.393797936692458,0
1990,Sahiwal,Punjab,1043313.0,249806.0,23.943533723820178,0
1990,Sanghar,Sindh,489077.0,149258.0,30.518302843928463,0
1990,Sargodha,Punjab,1296504.0,346048.0,26.690854791038056,0
1990,Shaheed Benazirabad,Sindh,433675.0,106389.0,24.53196518129936,0
1990,Sheikhupura,Punjab,1240763.0,252050.0,20.314113170686102,0
1990,Shikarpur,Sindh,330800.0,81494.0,24.635429262394197,0
1990,Sialkot,Punjab,1341483.0,410095.0,30.570271855849086,0
1990,Sibi,Balochistan,200732.0,57094.0,28.442898989697706,0
1990,Sukkur,Sindh,638051.0,159070.0,24.930608995205713,0
1990,Swabi,KPK,301602.0,51909.0,17.21109276463684,0
1990,Swat,KPK,723444.0,76490.0,10.573036751980803,0
1990,Tharparkar,Sindh,610845.0,126898.0,20.774173480997636,0
1990,Thatta,Sindh,369791.0,81144.0,21.94320575676531,0
1990,Toba Tek Singh,Punjab,683657.0,211411.0,30.92354791949764,0
1990,Tribal Area,KPK,291371.0,5515.0,1.8927758768031135,0
1990,Vehari,Punjab,807462.0,210305.0,26.045188504226825,0
1990,Zhob,Balochistan,213637.0,15965.0,7.472956463533939,0
1993,Abbottabad,KPK,529572.0,136787.0,25.82972664717923,0
1993,Attock,Punjab,547380.0,131131.0,23.956118235960393,0
1993,Badin,Sindh,411632.0,78774.0,19.13699615190267,0
1993,Bahawalnagar,Punjab,869554.0,252294.0,29.01418428297725,0
1993,Bahawalpur,Punjab,976724.0,222317.0,22.761496594739146,0
1993,Bannu,KPK,208183.0,23615.0,11.343385386895184,0
1993,Batagram,KPK,91530.0,14226.0,15.542445099967223,0
1993,Bhakkar,Punjab,413541.0,124935.0,30.211031070679812,0
1993,Buner,KPK,121297.0,22151.0,18.261787183524735,0
1993,Chakwal,Punjab,574362.0,154668.0,26.928661715085607,0
1993,Charsadda,KPK,342603.0,56164.0,16.39331821379264,0
1993,Chitral,KPK,312734.0,16275.0,5.20410316754814,0
1993,Dadu,Sindh,705037.0,149635.0,21.223708826628958,0
1993,Dera Ghazi Khan,Punjab,720070.0,163375.0,22.688766369936257,0
1993,Dera Ismail Khan,KPK,419717.0,59233.0,14.11260444537629,0
1993,Dir,KPK,551898.0,78735.0,14.266223106443581,0
1993,Faisalabad,Punjab,2217898.0,554903.0,25.01932009497281,0
1993,Ghotki,Sindh,224488.0,48613.0,21.65505505862229,0
1993,Gujranwala,Punjab,1316532.0,327791.0,24.898065523663686,0
1993,Gujrat,Punjab,968030.0,239274.0,24.71762238773592,0
1993,Hafizabad,Punjab,305914.0,81243.0,26.557463862392698,0
1993,Haripur,KPK,245350.0,69386.0,28.280415732626857,0
1993,Hyderabad,Sindh,879246.0,117109.0,13.31925308730435,0
1993,Islamabad,Punjab,211821.0,59308.0,27.99911245816043,0
1993,Jacobabad,Sindh,635759.0,74444.0,11.709468525022846,0
1993,Jaffarabad,Balochistan,274013.0,28195.0,10.289657789958872,0
1993,Jhal Magsi,Balochistan,237719.0,13252.0,5.574649060445315,0
1993,Jhang,Punjab,1290356.0,282606.0,21.901397753798175,0
1993,Jhelum,Punjab,459487.0,122768.0,26.718492579768306,0
1993,Kalat,Balochistan,284580.0,22589.0,7.9376625202052145,0
1993,Karachi City,Sindh,3328900.0,293911.0,8.82907266664664,0
1993,Kasur,Punjab,914769.0,213516.0,23.340974606703988,0
1993,Kech,Balochistan,225734.0,28365.0,12.565674643607078,0
1993,Khairpur,Sindh,636531.0,134491.0,21.128743140554036,0
1993,Khanewal,Punjab,775412.0,198421.0,25.589106178392907,0
1993,Khushab,Punjab,260646.0,82146.0,31.516309477221977,0
1993,Khuzdar,Balochistan,213208.0,19126.0,8.97058271734644,0
1993,Kohat,KPK,345510.0,31863.0,9.222019623165755,0
1993,Kohistan,KPK,156606.0,5997.0,3.829355197118885,0
1993,Lahore,Punjab,2099196.0,507364.0,24.1694439204343,0
1993,Lakki Marwat,KPK,235617.0,35033.0,14.868621534099832,0
1993,Larkana,Sindh,745476.0,175976.0,23.605857197280663,0
1993,Las Bela,Balochistan,184340.0,33720.0,18.2922859932733,0
1993,Layyah,Punjab,440573.0,115812.0,26.286676668792687,0
1993,Lodhran,Punjab,545275.0,149880.0,27.487047819907385,0
1993,Loralai,Balochistan,199780.0,18298.0,9.159074982480728,0
1993,Mandi Bahauddin,Punjab,565747.0,115041.0,20.3343544022328,0
1993,Mansehra,KPK,471181.0,81073.0,17.206338965280857,0
1993,Mardan,KPK,2665961.0,71644.0,2.6873611429424513,0
1993,Mianwali,Punjab,462073.0,85286.0,18.45725675380297,0
1993,Mirpur Khas,Sindh,467557.0,82839.0,17.71741199468728,0
1993,Multan,Punjab,1314965.0,319696.0,24.31212998064587,0
1993,Muzaffargarh,Punjab,1644674.0,227507.0,13.83295412951138,0
1993,Narowal,Punjab,440566.0,90953.0,20.644579926730614,0
1993,Naushahro Feroze,Sindh,497744.0,115049.0,23.114090777588476,0
1993,Nowshera,KPK,207538.0,36116.0,17.40211431159595,0
1993,Okara,Punjab,933340.0,214160.0,22.945550388925792,0
1993,Pakpattan,Punjab,309198.0,55704.0,18.01564046339239,0
1993,Pashin,Balochistan,321750.0,25879.0,8.043201243201244,0
1993,Peshawar,KPK,649235.0,103822.0,15.991436074764916,0
1993,Quetta,Balochistan,359350.0,47559.0,13.234729372478085,0
1993,Rahim Yar Khan,Punjab,1291774.0,304676.0,23.585859446002164,0
1993,Rajanpur,Punjab,352678.0,74183.0,21.034201169338605,0
1993,Rawalpindi,Punjab,1424847.0,393442.0,27.612929668939895,0
1993,Sahiwal,Punjab,1110759.0,260045.0,23.411469094556065,0
1993,Sanghar,Sindh,559984.0,102462.0,18.297308494528416,0
1993,Sargodha,Punjab,1342422.0,323978.0,24.13384166826825,0
1993,Shaheed Benazirabad,Sindh,479247.0,81016.0,16.904852821196588,0
1993,Sheikhupura,Punjab,1304815.0,280630.0,21.507263481796272,0
1993,Shikarpur,Sindh,363834.0,63166.0,17.361214180093118,0
1993,Sialkot,Punjab,1193933.0,325163.0,27.234610317329366,0
1993,Sibi,Balochistan,223757.0,27645.0,12.354920739909812,0
1993,Sukkur,Sindh,466491.0,98651.0,21.1474605083485,0
1993,Swabi,KPK,312751.0,55055.0,17.603460900204958,0
1993,Swat,KPK,493139.0,73701.0,14.945279120085816,0
1993,Tharparkar,Sindh,191222.0,63407.0,33.15884155588792,0
1993,Thatta,Sindh,318050.0,91759.0,28.850495205156424,0
1993,Toba Tek Singh,Punjab,720963.0,180305.0,25.00891169172343,0
1993,Tribal Area,KPK,38234.0,9585.0,25.06931003818591,0
1993,Vehari,Punjab,862770.0,216010.0,25.036800074179677,0
1993,Zhob,Balochistan,400656.0,40798.0,10.182800207659438,0
1997,Abbottabad,KPK,549425.0,117411.0,21.369795695499842,0
1997,Attock,Punjab,563670.0,151196.0,26.82349601717317,0
1997,Badin,Sindh,443886.0,51882.0,11.68813614306376,0
1997,Bahawalnagar,Punjab,939587.0,214636.0,22.84365364782612,0
1997,Bahawalpur,Punjab,666290.0,163385.0,24.52160470665926,0
1997,Bannu,KPK,217196.0,19070.0,8.780088031087129,0
1997,Batagram,KPK,102241.0,17242.0,16.864076055594136,0
1997,Bhakkar,Punjab,453682.0,120003.0,26.450906141306024,0
1997,Buner,KPK,282519.0,22662.0,8.02140740976713,0
1997,Chakwal,Punjab,589942.0,170128.0,28.83808916808771,0
1997,Charsadda,KPK,344795.0,53059.0,15.388564219318726,0
1997,Chitral,KPK,124469.0,24302.0,19.524540246969124,0
1997,Dadu,Sindh,756184.0,116858.0,15.453646202511559,0
1997,Dera Ghazi Khan,Punjab,751879.0,142834.0,18.99693966715389,0
1997,Dera Ismail Khan,KPK,446445.0,74486.0,16.68425001959928,0
1997,Dir,KPK,617869.0,56805.0,9.193696398427498,0
1997,Faisalabad,Punjab,2273624.0,575940.0,25.331365256524386,0
1997,Ghotki,Sindh,231569.0,46385.0,20.03074677525921,0
1997,Gujranwala,Punjab,1384136.0,324838.0,23.468647589543224,0
1997,Gujrat,Punjab,1024459.0,262140.0,25.588139691290717,0
1997,Hafizabad,Punjab,305014.0,63925.0,20.958054384388912,0
1997,Haripur,KPK,256699.0,73150.0,28.496410192482248,0
1997,Hyderabad,Sindh,1110523.0,233135.0,20.99326173343551,0
1997,Islamabad,Punjab,228651.0,67500.0,29.520973011270453,0
1997,Jacobabad,Sindh,670355.0,75025.0,11.19183119391964,0
1997,Jaffarabad,Balochistan,287570.0,18703.0,6.503807768543311,0
1997,Jhang,Punjab,1324141.0,291912.0,22.045386405224217,0
1997,Jhelum,Punjab,473790.0,133449.0,28.16627619831571,0
1997,Kachhi,Balochistan,264790.0,26363.0,9.956191699082291,0
1997,Kalat,Balochistan,305160.0,26775.0,8.774085725521038,0
1997,Karachi City,Sindh,3634041.0,613589.0,16.884482040791504,0
1997,Karak,KPK,178803.0,22959.0,12.840388584084158,0
1997,Kasur,Punjab,3285232.0,240109.0,7.308738013023129,0
1997,Kech,Balochistan,243554.0,39838.0,16.356947535248857,0
1997,Khairpur,Sindh,671566.0,111634.0,16.622938028429076,0
1997,Khanewal,Punjab,796533.0,185451.0,23.28227455736297,0
1997,Khushab,Punjab,270891.0,68959.0,25.456364367956112,0
1997,Khuzdar,Balochistan,246732.0,25615.0,10.381709709320235,0
1997,Kohat,KPK,361656.0,62412.0,17.257283164111755,0
1997,Kohistan,KPK,158178.0,10686.0,6.755680309524712,0
1997,Lahore,Punjab,2190629.0,464859.0,21.22034356342402,0
1997,Lakki Marwat,KPK,241264.0,35772.0,14.826911598912396,0
1997,Larkana,Sindh,809312.0,121414.0,15.00212526195089,0
1997,Las Bela,Balochistan,199228.0,33026.0,16.576987170478045,0
1997,Layyah,Punjab,455791.0,113808.0,24.969339017225,0
1997,Lodhran,Punjab,290216.0,72957.0,25.138862088926867,0
1997,Loralai,Balochistan,227460.0,20428.0,8.980919722148949,0
1997,Mandi Bahauddin,Punjab,576215.0,120525.0,20.9166717284347,0
1997,Mansehra,KPK,500832.0,67356.0,13.448821161587118,0
1997,Mardan,KPK,513215.0,65529.0,12.768332959870621,0
1997,Mianwali,Punjab,499463.0,93008.0,18.62159959796822,0
1997,Mirpur Khas,Sindh,495503.0,61155.0,12.342003983830573,0
1997,Multan,Punjab,1652378.0,386888.0,23.414013016392133,0
1997,Muzaffargarh,Punjab,974222.0,249381.0,25.59796432435318,0
1997,Narowal,Punjab,451688.0,96617.0,21.390207399798093,0
1997,Naushahro Feroze,Sindh,506341.0,87414.0,17.26385973089282,0
1997,Nowshera,KPK,221331.0,43511.0,19.658791583646213,0
1997,Okara,Punjab,962296.0,199247.0,20.705375476984216,0
1997,Pakpattan,Punjab,627268.0,133976.0,21.358653717390332,0
1997,Pashin,Balochistan,366817.0,25476.0,6.945152487480133,0
1997,Peshawar,KPK,676876.0,98475.0,14.54845496073136,0
1997,Quetta,Balochistan,411039.0,25261.0,6.14564554701622,0
1997,Rahim Yar Khan,Punjab,1406025.0,283435.0,20.15860315428246,0
1997,Rajanpur,Punjab,368877.0,73112.0,19.82015685445284,0
1997,Rawalpindi,Punjab,1491167.0,379591.0,25.455968379128564,0
1997,Sahiwal,Punjab,860236.0,232191.0,26.991546505842585,0
1997,Sanghar,Sindh,590056.0,98673.0,16.72265005355424,0
1997,Sargodha,Punjab,1393924.0,336547.0,24.14385576258103,0
1997,Shaheed Benazirabad,Sindh,528867.0,78007.0,14.749833133850288,0
1997,Sheikhupura,Punjab,1356154.0,302191.0,22.282941317873927,0
1997,Shikarpur,Sindh,391905.0,47815.0,12.200660874446614,0
1997,Sialkot,Punjab,1191224.0,333628.0,28.00715902298812,0
1997,Sibi,Balochistan,246940.0,29276.0,11.85551146027375,0
1997,Sukkur,Sindh,494078.0,94275.0,19.08099530843308,0
1997,Swabi,KPK,327086.0,39828.0,12.176614101490129,0
1997,Swat,KPK,531072.0,50160.0,9.445046999276935,0
1997,Tharparkar,Sindh,195760.0,53888.0,27.527584797711484,0
1997,Thatta,Sindh,426926.0,77951.0,18.258667778490885,0
1997,Toba Tek Singh,Punjab,751477.0,188594.0,25.096443404122816,0
1997,Tribal Area,KPK,1600728.0,150303.0,9.389665202332939,0
1997,Vehari,Punjab,886269.0,236583.0,26.694265510809924,0
1997,Zhob,Balochistan,250172.0,14679.0,5.867563116575796,0
2002,Abbottabad,KPK,607991.0,81542.0,13.411711686521677,0
2002,Attock,Punjab,754217.0,194377.0,25.772025822806967,0
2002,Awaran,Balochistan,252610.0,40156.0,15.8964411543486,0
2002,Badin,Sindh,661521.0,141768.0,21.430612180112195,0
2002,Bahawalnagar,Punjab,1146222.0,250389.0,21.844721179666767,0
2002,Bahawalpur,Punjab,1376668.0,285814.0,20.761287398268863,0
2002,Bannu,KPK,297451.0,78886.0,26.52067063146535,0
2002,Batagram,KPK,139808.0,24092.0,17.23220416571298,0
2002,Bhakkar,Punjab,559486.0,198639.0,35.50383745080306,0
2002,Buner,KPK,269067.0,34224.0,12.71950852389925,0
2002,Chakwal,Punjab,745525.0,173995.0,23.33858690184769,0
2002,Charsadda,KPK,459514.0,98243.0,21.37976209647584,0
2002,Chiniot,Punjab,513654.0,109490.0,21.31590525918225,0
2002,Chitral,KPK,170954.0,36130.0,21.13434023187524,0
2002,Dadu,Sindh,607160.0,119202.0,19.632716252717568,0
2002,Dera Ghazi Khan,Punjab,902618.0,194574.0,21.55662749911923,0
2002,Dera Ismail Khan,KPK,538877.0,102226.0,18.970191713507905,0
2002,Dir,KPK,558854.0,93161.0,16.670006835416764,0
2002,Faisalabad,Punjab,3147163.0,545702.0,17.339489565681852,0
2002,Ghotki,Sindh,567136.0,146246.0,25.78676014218812,0
2002,Gujranwala,Punjab,4617609.0,346722.0,7.50869118628277,0
2002,Gujrat,Punjab,1224505.0,284857.0,23.26303281734252,0
2002,Hafizabad,Punjab,428148.0,118450.0,27.665667012341526,0
2002,Hangu,KPK,160984.0,25252.0,15.686030909904089,0
2002,Haripur,KPK,453508.0,81496.0,17.97013503620664,0
2002,Hyderabad,Sindh,733513.0,122844.0,16.74735144435068,0
2002,Islamabad,Punjab,383603.0,88249.0,23.00529453627839,0
2002,Jacobabad,Sindh,534252.0,92760.0,17.36259293367175,0
2002,Jamshoro,Sindh,340793.0,76568.0,22.467597632580482,0
2002,Jhang,Punjab,1065640.0,227818.0,21.37851432003303,0
2002,Jhelum,Punjab,584357.0,121939.0,20.867209599611197,0
2002,Kachhi,Balochistan,230836.0,57751.0,25.018194735656486,0
2002,Kalat,Balochistan,219071.0,21559.0,9.841101743270446,0
2002,Karachi City,Sindh,4744013.0,781828.0,16.480308970485535,0
2002,Karak,KPK,251508.0,31325.0,12.454872210824309,0
2002,Kashmore,Sindh,289394.0,82810.0,28.614967829326112,0
2002,Kasur,Punjab,1265726.0,234314.0,18.512221444451644,0
2002,Kech,Balochistan,281748.0,44177.0,15.679614407200763,0
2002,Khairpur,Sindh,894722.0,180355.0,20.157657909384145,0
2002,Khanewal,Punjab,1182997.0,315512.0,26.67056636660955,0
2002,Kharan,Balochistan,198911.0,25775.0,12.95805661828657,0
2002,Khushab,Punjab,531239.0,132679.0,24.97538772567526,0
2002,Khuzdar,Balochistan,252902.0,27269.0,10.78243746589588,0
2002,Killa Abdullah,Balochistan,265538.0,35385.0,13.32577634839458,0
2002,Kohat,KPK,317082.0,46130.0,14.54828719384891,0
2002,Kohistan,KPK,251512.0,15603.0,6.203680142498171,0
2002,Lahore,Punjab,3263001.0,435415.0,13.344004491570796,0
2002,Lakki Marwat,KPK,234619.0,65938.0,28.104288229001064,0
2002,Larkana,Sindh,797676.0,146189.0,18.326864541493038,0
2002,Layyah,Punjab,579347.0,161179.0,27.820805147864753,0
2002,Lodhran,Punjab,654133.0,197860.0,30.247671345124004,0
2002,Loralai,Balochistan,272509.0,21385.0,7.847447240274633,0
2002,Malakand,KPK,206496.0,37663.0,18.239094219742753,0
2002,Mandi Bahauddin,Punjab,726462.0,141484.0,19.47576060413346,0
2002,Mansehra,KPK,327352.0,40853.0,12.479838216965224,0
2002,Mardan,KPK,668417.0,176123.0,26.34926999163696,0
2002,Matiari,Sindh,276462.0,102059.0,36.91610420238586,0
2002,Mianwali,Punjab,620008.0,116947.0,18.86217597192294,0
2002,Mirpur Khas,Sindh,521058.0,120265.0,23.080923812704153,0
2002,Multan,Punjab,1742074.0,272682.0,15.652721985403605,0
2002,Muzaffargarh,Punjab,1305813.0,299516.0,22.93712805738647,0
2002,Nankana Sahib,Punjab,796132.0,172527.0,21.670652605346852,0
2002,Narowal,Punjab,728324.0,123328.0,16.933123170457105,0
2002,Nasirabad,Balochistan,493722.0,62107.0,12.579346271788577,0
2002,Naushahro Feroze,Sindh,654552.0,159873.0,24.424797418692478,0
2002,Nowshera,KPK,401220.0,74121.0,18.47390459099746,0
2002,Okara,Punjab,1232266.0,286695.0,23.265674781256646,0
2002,Pakpattan,Punjab,723675.0,162715.0,22.48454071233634,0
2002,Pashin,Balochistan,270777.0,37022.0,13.672505419588813,0
2002,Peshawar,KPK,899069.0,137202.0,15.260452757241103,0
2002,Qambar Shahdadkot,Sindh,255723.0,36929.0,14.44101625587061,0
2002,Quetta,Balochistan,680164.0,61124.0,8.986656159396851,0
2002,Rahim Yar Khan,Punjab,1711055.0,381055.0,22.270178340263755,0
2002,Rajanpur,Punjab,597562.0,128813.0,21.55642427061962,0
2002,Rawalpindi,Punjab,1999219.0,399682.0,19.99190683962087,0
2002,Sahiwal,Punjab,1063405.0,209259.0,19.67820350666021,0
2002,Sanghar,Sindh,763686.0,189955.0,24.873442750030772,0
2002,Sargodha,Punjab,1512849.0,341526.0,22.575022358477284,0
2002,Shaheed Benazirabad,Sindh,636449.0,135504.0,21.29062972838358,0
2002,Shangla,KPK,225373.0,25960.0,11.51868236212856,0
2002,Sheikhupura,Punjab,1214898.0,228468.0,18.805529353081493,0
2002,Shikarpur,Sindh,255576.0,53235.0,20.82942060287351,0
2002,Sialkot,Punjab,1579640.0,287710.0,18.213643615000883,0
2002,Sibi,Balochistan,308704.0,92555.0,29.981794858505236,0
2002,Sukkur,Sindh,524878.0,86985.0,16.57242254390544,0
2002,Swabi,KPK,474220.0,103921.0,21.91409050651596,0
2002,Swat,KPK,630157.0,132893.0,21.088871503450726,0
2002,Tando Allah Yar,Sindh,274892.0,50624.0,18.41595972236369,0
2002,Tando Muhammad Khan,Sindh,262149.0,53705.0,20.486440917188318,0
2002,Tharparkar,Sindh,463477.0,145835.0,31.465423311189124,0
2002,Thatta,Sindh,616536.0,127428.0,20.668379462026547,0
2002,Toba Tek Singh,Punjab,971678.0,210956.0,21.710484337403955,0
2002,Tor Ghar,KPK,310360.0,46311.0,14.921703827812863,0
2002,Tribal Area,KPK,1283974.0,141913.0,11.05263813753238,0
2002,Umerkot,Sindh,261464.0,58161.0,22.24436251262124,0
2002,Vehari,Punjab,1134295.0,272616.0,24.033959419727672,0
2002,Zhob,Balochistan,198124.0,20381.0,10.28699198481759,0
2008,Abbottabad,KPK,661578.0,130627.0,19.744761766564185,0
2008,Attock,Punjab,854873.0,180898.0,21.160804002465863,0
2008,Awaran,Balochistan,247737.0,50476.0,20.37483298820927,0
2008,Badin,Sindh,620932.0,176085.0,28.358177707059713,0
2008,Bahawalnagar,Punjab,1003440.0,211245.0,21.05208084190385,0
2008,Bahawalpur,Punjab,1664220.0,329622.0,19.80639578901828,0
2008,Bannu,KPK,381335.0,91484.0,23.990454587174007,0
2008,Batagram,KPK,151437.0,22316.0,14.736160911798304,0
2008,Bhakkar,Punjab,567027.0,182216.0,32.13533041636465,0
2008,Buner,KPK,290460.0,21801.0,7.505680644494939,0
2008,Chakwal,Punjab,828054.0,217638.0,26.283068495532902,0
2008,Charsadda,KPK,521008.0,87860.0,16.863464668488774,0
2008,Chiniot,Punjab,614708.0,121098.0,19.700085243725475,0
2008,Chitral,KPK,197022.0,33278.0,16.890499538122647,0
2008,Dadu,Sindh,827774.0,170960.0,20.652980161251744,0
2008,Dera Ghazi Khan,Punjab,1107680.0,141473.0,12.772009966777409,0
2008,Dera Ismail Khan,KPK,667343.0,128233.0,19.21545591996919,0
2008,Dir,KPK,639839.0,65662.0,10.26226910207099,0
2008,Faisalabad,Punjab,2958781.0,702117.0,23.72994148603766,0
2008,Ghotki,Sindh,578149.0,133736.0,23.131753233163078,0
2008,Gujranwala,Punjab,2435648.0,420218.0,17.2528214257561,0
2008,Gujrat,Punjab,1287289.0,340874.0,26.47999011876898,0
2008,Hafizabad,Punjab,402656.0,113104.0,28.089485814193754,0
2008,Hangu,KPK,187636.0,22180.0,11.820759342556865,0
2008,Haripur,KPK,484252.0,98670.0,20.375754772308632,0
2008,Hyderabad,Sindh,1044965.0,417913.0,39.993014120090145,0
2008,Islamabad,Punjab,482801.0,106962.0,22.154469439789892,0
2008,Jacobabad,Sindh,555397.0,164391.0,29.598827505370036,0
2008,Jamshoro,Sindh,500064.0,138320.0,27.660459461188967,0
2008,Jhang,Punjab,1279608.0,264700.0,20.68602259441954,0
2008,Jhelum,Punjab,748706.0,172141.0,22.991801855467966,0
2008,Kachhi,Balochistan,242024.0,61249.0,25.306994347668,0
2008,Kalat,Balochistan,210875.0,19355.0,9.178423236514522,0
2008,Karachi City,Sindh,6682145.0,2403255.0,35.9653225124567,0
2008,Karak,KPK,291693.0,28665.0,9.82711275210581,0
2008,Kashmore,Sindh,292284.0,56515.0,19.335646152372348,0
2008,Kasur,Punjab,1179115.0,257893.0,21.871742790143458,0
2008,Kech,Balochistan,316766.0,61655.0,19.463894483625136,0
2008,Khairpur,Sindh,1105877.0,273254.0,24.709257901195162,0
2008,Khanewal,Punjab,1031791.0,266232.0,25.80290000591205,0
2008,Kharan,Balochistan,201952.0,22856.0,11.31754080177468,0
2008,Khushab,Punjab,557686.0,127437.0,22.851030866831874,0
2008,Khuzdar,Balochistan,186598.0,17609.0,9.436864275072617,0
